,Show_ID_tmdb,name_tmdb,Genre,Overview_Text_tvdb,Vote_Average_tmdb,Vote_Count_tmdb
1024,2321,The Unit,"[10759, 18]","A covert team of special forces operatives risk their lives on undercover missions around the globe, while their wives maintain the homefront, protecting their husbands' secrets.",7.3,133
1025,66633,Cleverman,"[18, 80, 9648, 10765, 10759]","In the near future, creatures from ancient Aboriginal mythology endowed with extraordinary physical traits have emerged and must coexist with humans. Known as 'Hairypeople' they battle for survival in a world that wants to exploit and destroy them. One young man – The Cleverman – struggles with his own power and the responsibility to unite this divided world, but he must first overcome a deep estrangement from his older brother.",5.9,56
1026,63508,Mercy Street,[18],"Follows the lives of two volunteer nurses on opposing sides of the Civil War - New England abolitionist Mary Phinney and Confederate supporter Emma Green. Based on true stories and set in a Union hospital in the occupied Confederate city of Alexandria, viewers are taken beyond the battlefield and into the lives of Americans on the Civil War home front as they face the unprecedented challenges of one of the most turbulent times in our nation’s history.",6.0,26
1027,80750,Moonbase 8,"[35, 10765]","In the isolated desert of Winslow, Arizona at NASA’s Moon Base Simulator, three eager astronauts—Skip, Rook and their leader Cap—attempt to qualify for their first lunar mission. They encounter many obstacles including loneliness, self-doubt and their own incompetence. In spite of it all, they remain determined to prove they have the right stuff to reach the moon.",5.1,21
1028,98187,The Irregulars,"[18, 9648, 10765]","In Victorian London, a gang of troubled street teens are manipulated into solving crimes for the sinister Doctor Watson and his mysterious business partner, the elusive Sherlock Holmes. As the crimes take on a horrifying supernatural edge and a dark power emerges, it'll be up to the Irregulars to come together to save not only London but the entire world.",7.5,241
1029,1508,Dancing with the Stars,[10751],"The competition sees celebrities perform choreographed dance routines which are judged by a panel of renowned ballroom experts and voted on by viewers. Enjoy sizzling salsas, sambas and spray-tans as they vie for the coveted Mirrorball Trophy.",5.6,76
1030,61818,Late Night with Seth Meyers,[10767],"Seth Meyers, who is ""Saturday Night Live’s"" longest serving anchor on the show’s wildly popular ""Weekend Update,"" takes over as host of NBC’s ""Late Night"" — home to A-list celebrity guests, memorable comedy and the best in musical talent. As the Emmy Award-winning head writer for ""SNL,"" Meyers has established a reputation for sharp wit and perfectly timed comedy, and has gained fame for his spot-on jokes and satire. Meyers takes his departure from ""SNL"" to his new post at ""Late Night,"" as Jimmy Fallon moves to ""The Tonight Show"".",5.2,39
1031,1981,Charmed,"[35, 18, 9648, 10765]","Three sisters (Prue, Piper and Phoebe) reunite and unlock their powers to become the Charmed Ones, the most powerful good witches of all time, whose prophesied destiny is to protect innocent lives from evil beings such as demons and warlocks. Each sister possesses unique magical powers that grow and evolve, while they attempt to maintain normal lives in modern day San Francisco. ",8.2,1770
1032,2758,Making the Band,[10764],"Making the Band is an ABC/MTV reality television series that exists in separate iterations, each iteration focusing on a specific music act. It spawned musical acts O-Town, Da Band, Danity Kane, Day26, and Donnie Klang. Except for the first iteration of the series featuring O-Town, all seasons of Making the Band have been overseen by Diddy, acting as the man of the house who makes the final decision on who will be in the band.",0.0,0
1033,92462,Carol's Second Act,[35],"After raising her two children, getting divorced and retiring from teaching, Carol Chambers embarks on a unique second act: she’s going to become a doctor.",5.9,17
1034,8624,Eastbound & Down,[35],"Years after he turned his back on his hometown, a burned-out major league ballplayer returns to teach phys ed at his old middle school.",7.3,203
1035,80443,The Loudest Voice,"[10768, 18]","The rise and fall of Fox News founder Roger Ailes, focusing primarily on the past decade in which Ailes arguably became the Republican Party’s de facto leader, while flashing back to defining events in his life.",8.0,60
1036,91875,Prodigal Son,"[80, 18, 9648]",The son of a notorious serial killer becomes an acclaimed criminal psychologist who uses his unique insight into how killers think to help the NYPD.,8.3,321
1037,70523,Dark,"[10765, 18, 9648, 80]",A missing child causes four families to help each other for answers. What they could not imagine is that this mystery would be connected to innumerable other secrets of the small town.,8.4,5024
1038,67371,Graves,"[18, 35]",Former two-term President Richard Graves embarks on a Don Quixote-like quest to right the wrongs of his administration and reclaim his legacy 25 years after leaving the White House. His enlightenment takes place just as his wife Margaret Graves decides it’s finally time for her to pursue her own political ambitions.,5.4,17
1039,62195,The Whispers,"[9648, 10765, 18]","We love to play games with our children. But what happens when someone else starts to play with them too? Someone we don't know. Can't see. Can't hear. In The Whispers, someone or something -- is manipulating the ones we love most to accomplish the unthinkable. An unseen alien force has figured this human weakness out. They have invaded earth and are using our most unlikely resource to achieve world domination – our children.",6.8,138
1040,17385,The Unusuals,"[18, 35]","The Unusuals is a comedy-drama television series that aired on ABC from April 8 to June 17, 2009 in the U.S. and Global in Canada. The pilot and first episode were written by Noah Hawley, a former writer and producer for Fox's Bones. An ABC press release described The Unusuals as ""like a modern-day M*A*S*H"" that ""explores both the grounded drama and comic insanity of the world of New York City police detectives, where every cop has a secret"". Its premise elaborated:

The initial series order was for 10 episodes. Show creator Noah Hawley announced via his Twitter account in mid-May 2009 that ABC would not be bringing the show back for a second season.",7.7,22
1041,2458,CSI: NY,"[80, 18, 9648]","CSI: NY is an American police procedural television series that ran on CBS from September 22, 2004 to February 22, 2013 for a total of nine seasons and 197 original episodes. The show follows the investigations of a team of NYPD forensic scientists and police officers identified as ""Crime Scene Investigators"".",7.4,506
1042,105848,Woke,[35],"Keef, an African-American cartoonist, is finally on the verge of mainstream success when an unexpected incident changes everything. He must now navigate the new voices and ideas that confront and challenge him, all without setting aflame everything he's already built.",6.5,16
1043,206,Picket Fences,"[18, 35]",Picket Fences is an American television drama about the residents of the town of Rome,7.9,28
1044,93392,Raising Dion,"[18, 10765]",A widowed mom sets out to solve the mystery surrounding her young son's emerging superpowers while keeping his extraordinary gifts under wraps.,7.8,309
1045,100757,Outer Banks,"[10759, 18, 9648]","A tight-knit group of teens unearths a long-buried secret, setting off a chain of illicit events that takes them on an adventure they'll never forget.",8.6,454
1046,86423,Locke & Key,"[10765, 18, 9648]","Three siblings who move into their ancestral estate after their father's gruesome murder discover their new home's magical keys, which must be used in their stand against an evil creature who wants the keys and their powers.",8.1,817
1047,87784,Defending Jacob,"[18, 9648, 80]",A family’s lives are irreparably disrupted when the 14-year-old son is accused of murdering a fellow classmate.,8.4,1155
1048,5909,My Own Worst Enemy,[18],"My Own Worst Enemy is an American television drama that aired on NBC in 2008. It premiered on October 13 and ended on December 15 after 9 episodes. The series was produced by Universal Media Studios. Jason Smilovic was the executive producer; David Semel was the director and executive producer. The final episode ended with a cliff-hanger, and the major plot lines ended without resolution.

The series followed the life of American secret agent Edward Albright and his cover, Henry Spivey, who had no knowledge of his double life. Albright, played by Christian Slater, was implanted with a chip allowing his handlers to physically switch Albright's personality to that of his cover. However, in the pilot episode, there was a malfunction which caused Albright's personalities to switch at random, revealing his secret life to his alias. Henry was then thrown into the highly dangerous life of Edward, with no real way for the two to communicate except through short cell phone video messages.",6.9,18
1049,10242,Cop Rock,[18],"Cop Rock is an Emmy Award-winning American musical police drama series that aired on ABC in 1990. The show, a police drama presented as a musical, was co-created by Steven Bochco, who also served as executive producer. TV Guide ranked it #8 on TV Guide's List of the 50 Worst TV Shows of All Time list in 2002. The periodical dubbed it ""the single most bizarre TV musical of all time.""",3.3,4
1050,60626,From Dusk Till Dawn: The Series,"[80, 10765]","The horror and crime thriller genres collide in this new original series from Robert Rodriguez, based on his cult grindhouse classic about bank-robbing brothers on the run, a lawman bent on bringing them to justice, the devout family caught in the cross-fire, and an ancient evil eager to feast on them all.",6.3,247
1051,7366,The Goode Family,"[16, 35]","The Goode Family is an American animated comedy series, which originally aired on ABC from May 27, 2009 to August 7, 2009. The series was created by Mike Judge, and follows the life of an environmentally responsible, albeit obsessive, family. The series takes a comic look at contemporary society. Judge created the show along with former King of the Hill writers John Altschuler and David Krinsky. The show was cancelled after its first season due to low ratings.

The series was released on DVD format on January 8, 2013 by Shout! Factory.",5.7,7
1052,71769,The Alienist,"[18, 80, 9648]","New York, 1896. Police commissioner Theodore Roosevelt brings together criminal psychologist Dr. Laszlo Kreizler, newspaper illustrator John Moore and secretary Sara Howard to investigate several murders of male prostitutes.",7.7,378
1053,61510,Cristela,[35],"In her sixth year of law school, Cristela is finally on the brink of landing her first big (unpaid) internship at a prestigious law firm. The only problem is that her pursuit of success is more ambitious than her traditional Mexican-American family thinks is appropriate.",6.4,14
1054,136745,Shining Vale,"[35, 18]","A dysfunctional family moves from the city to a small town into a house in which terrible atrocities have taken place. But no one seems to notice except for Patricia “Pat” Phelps, who’s convinced she’s either depressed or possessed – turns out, the symptoms are exactly the same.",7.9,24
1055,64554,BrainDead,"[10765, 18, 35]","A young fresh-faced Hill staffer gets her first job in Washington, D.C. and discovering two things: 1. The government has stopped working, and 2. alien spawn have come to earth and eaten the brains of a growing number of Congressmen and Hill staffers.",7.2,136
1056,90282,The Morning Show,[18],"A behind-the-scenes look at the lives of the people who help America wake up in the morning, exploring the unique challenges faced by the men and women who carry out this daily televised ritual.",8.0,394
1057,57276,TURN: Washington's Spies,"[10768, 18]","The story of New York farmer, Abe Woodhull, who bands together with a group of childhood friends to form The Culper Ring, an unlikely group of spies who turn the tide in America’s fight for independence.",7.3,180
1058,45754,Breaking Amish,[99],"Temptations abound as a group of young Amish explore life beyond their Amish culture. Ultimately, they will make the biggest decision of their lives – to remain Amish/Mennonite or become English and face the consequences of being shunned by their family and friends.",5.9,11
1059,67307,Madoff,"[80, 18]","The rise and fall of Bernie Madoff, who's Ponzi scheme bilked $65 billion from unsuspecting victims.",6.5,20
1060,1950,Everwood,[18],"After the death of his wife, world-class neurosurgeon Dr. Andrew Brown leaves Manhattan and moves his family to the small town of Everwood, Colorado. There he becomes a small-town doctor and learns parenting on the fly as he raises his talented but resentful 15-year-old son Ephram and his 9-year-old daughter Delia.",7.8,131
1061,1867,The Shining,"[10765, 18]","The Shining is a three-part television miniseries based on Stephen King's novel of the same name. Directed by Mick Garris from King's teleplay, the series was first aired in 1997.",6.3,257
1062,64506,Z: The Beginning of Everything,[18],"A biography series based on the life of Zelda Sayre Fitzgerald, the brilliant, beautiful and talented Southern Belle who becomes the original flapper and icon of the wild, flamboyant Jazz Age in the 20s. Z starts before Zelda Fitzgerald meets the unpublished writer F. Scott Fitzgerald and moves through their passionate, turbulent love affair and their marriage-made in heaven, lived out in hell as the celebrity couple of their time.",7.4,31
1063,52814,Halo,"[10759, 10765]","Depicting an epic 26th-century conflict between humanity and an alien threat known as the Covenant, the series weaves deeply drawn personal stories with action, adventure and a richly imagined vision of the future.",8.5,1076
1064,32085,The Good Guys,"[18, 35]","Once upon the 1970s, Dan Stark and his partner, Frank Savage, were big-shot Dallas detectives. So big, in fact, that they were lauded as American heroes after saving the Governor's son. Thirty years later, Dan Stark is a washed-up detective who spends most of his time drunk or re-hashing his glory days. Dan's new partner, Jack Bailey, is an ambitious, by-the-book and overall good detective, but is sometimes a bit too snarky for his own good. His habit of undermining himself has earned him a dead-end position in the department, and he is stuck solving annoying petty theft cases that nobody else wants. Worse, he's been given the thankless task of babysitting Dan, the drunk pariah who can never keep partners for long.",7.3,47
1065,11882,I Shouldn't Be Alive,"[99, 18, 10759]","The show features accounts of individuals and groups caught in dangerous scenarios, presented both through interviews and dramatic reenactments. The main focus is how the survivors survived and the decisions they made that kept them alive.",7.4,18
1066,63647,Childhood's End,"[18, 10765]","The peaceful alien invasion of Earth by the mysterious “Overlords,” whose arrival begins decades of apparent utopia under indirect alien rule, at the cost of human identity and culture.",6.8,225
1067,21762,Parenthood,[18],"The trials and tribulations of the very large, colorful and imperfect Braverman family.",7.4,102
1068,37680,Suits,[18],"While running from a drug deal gone bad, Mike Ross, a brilliant young college-dropout, slips into a job interview with one of New York City's best legal closers, Harvey Specter. Tired of cookie-cutter law school grads, Harvey takes a gamble by hiring Mike on the spot after he recognizes his raw talent and photographic memory.",8.2,3603
1069,102540,The Shrink Next Door,"[35, 18]","Inspired by the true story of Marty and the therapist who turned his life around...then took it over. When he first meets Dr. Ike, Marty just wants to get better at boundaries. Over 30 years, he'll learn all about them—and what happens when they get crossed.",7.8,32
1070,9045,The Stand,"[10765, 18]","After a deadly plague kills most of the world's population, the remaining survivors split into two groups - one led by a benevolent elder and the other by a maleficent being - to face each other in a final battle between good and evil.",6.8,345
1071,126400,Anne Boleyn,[18],"The final months of Boleyn's life, her struggle with Tudor England's patriarchal society, her desire to secure a future for her daughter, Elizabeth, and the brutal reality of her failure to provide Henry with a male heir.",2.4,35
1072,96228,Around the World in 80 Days,"[10759, 10751]","Following an outrageous bet, Fogg and his valet, Passepartout, take on the legendary journey of circumnavigating the globe in just 80 days, swiftly joined by aspiring journalist Abigail Fix, who seizes the chance to report on this extraordinary story.",7.4,48
1073,18779,Royal Pains,"[35, 18]","A young E.R. doctor who, after being wrongly blamed for a patient's death, moves to the Hamptons and becomes the reluctant ""doctor for hire"" to the rich and famous. When the attractive administrator of the local hospital asks him to treat the town's less fortunate, he finds himself walking the line between doing well for himself and doing good for others.",6.9,109
1074,77459,The Passage,"[10765, 10759, 18]","A post-apocalyptic story about a botched U.S. government experiment that turns a group of death row inmates into highly infectious vampires, and an orphan girl who might be the only person able to stop the ensuing crisis.",7.1,287
1075,61940,The Casual Vacancy,[18],The citizens of the small British town of Pagford fight for the spot on the parish council after Barry Fairbrother dies.,6.5,21
1076,70166,Nobodies,[35],"Hugh, Larry and Rachel are three actor/comedians still waiting for their big break, struggling to make a name for themselves in Hollywood while their friends achieve fame and fortune. They’re the Nobodies.",5.8,4
1077,78004,Death Note: New Generation,"[80, 18, 9648]","The miniseries focuses on the three new lead characters of the film Death Note: Light Up the NEW World: Tsukuru Mishima, Ryuzaki, and Yuki Shien. Each episode provides backstory for one of the characters and bridges the 10-year gap between the previous films, which canonically took place in 2005-2006, and the new film taking place in 2016.",8.0,5
1078,13777,The Net,"[18, 10759]","The Net is a 1998 television drama series based on the 1995 film of the same name. The series starred Brooke Langton as Angela Bennett, the character Sandra Bullock played in the film. Produced in Vancouver, British Columbia, Canada, the series originally aired for one season on the USA Network before being canceled in 1999.",8.4,11
1079,60802,The Last Ship,"[10759, 18, 10765]","Their mission is simple: Find a cure. Stop the virus. Save the world. When a global pandemic wipes out eighty percent of the planet's population, the crew of a lone naval destroyer must find a way to pull humanity from the brink of extinction.",6.7,735
1080,79588,Pennyworth,[18],"The origin story of Bruce Wayne's legendary butler, Alfred Pennyworth, a former British SAS soldier who forms a security company and goes to work with Thomas Wayne, Bruce's billionaire father, in 1960s London.",8.1,249
1081,81356,Sex Education,"[35, 18]",Inexperienced Otis channels his sex therapist mom when he teams up with rebellious Maeve to set up an underground sex therapy clinic at school.,8.4,5735
1082,33099,Mad Love,[35],"Mad Love is an American television series that aired on CBS from February 14 to May 16, 2011. The sitcom was planned as a mid-season replacement during the 2010–11 television season. On May 15, 2011, Mad Love was officially cancelled by CBS.

The show is about two couples falling in love in very different ways. Kate, Connie, Larry, and Ben are New Yorker thirtysomethings searching for love in the city. When Kate and Ben meet and fall for each other, their friends remain cynical about the relationship. Each episode ends with some of the characters in a bar which they frequent, discussing the events of the day.",5.4,22
1083,132159,Pistol,[18],"The story of a band of spotty, noisy, working-class kids with “no future,” who shook the boring, corrupt Establishment to its core, threatened to bring down the government and changed music and culture forever.",8.1,17
1084,156822,Swimming with Sharks,[18],"When Lou Simms starts her internship at Fountain Pictures she seems like a naïve Hollywood newcomer, awestruck by the studio’s notorious CEO, Joyce Holt. In truth, Lou has done extensive research on Joyce and landing this internship was no happy accident. As Lou’s obsession grows, she will do anything to get close to her idol.",7.8,6
1085,61160,The Lottery,"[18, 10765]","Set in a dystopian future when women have stopped having children, ""The Lottery"" reveals a world staring down the barrel of impending extinction. Remarkably, 100 embryos are successfully fertilized and a national lottery is held to decide the surrogates. As conflict, control and mystery over this global crisis unfolds, the government’s interests and power begin to dominate, igniting a highly controversial debate over our fundamental and personal freedom to raise a family.",6.3,15
1086,81945,Abby's,[35],"The best bar in San Diego is an unlicensed, makeshift bar nestled in Abby's backyard. There are rules at Abby's: no cell phones, not even to  ""look something up,"" earning a seat at the bar takes time, and losing a challenge means drinking a limey, sugary ""not-beer"" drink.",6.9,18
1087,103783,Little Voice,"[18, 35]","Meet Bess King, a uniquely talented performer struggling to fulfill her dreams while handling rejection, dating drama, and family issues. This is a story about finding your authentic voice—and the courage to use it.",8.0,30
1088,86129,Bless This Mess,[35],"After dropping everything to make the move from skyscrapers to farmhouses, Rio and Mike soon realize that the simpler life isn't as easy as they planned.",6.6,20
1089,86430,Your Honor,[18],New Orleans judge Michael Desiato is forced to confront his own deepest convictions when his son is involved in a hit and run that embroils an organized crime family.,8.2,1177
1090,113985,Outer Range,"[37, 9648]","A rancher fighting for his land and family stumbles upon an unfathomable mystery at the edge of Wyoming’s wilderness, forcing a confrontation with the Unknown in ways both intimate and cosmic in the untamable American West.",6.9,70
1091,71766,For The People,[18],Brand new lawyers work for both the defense and the prosecution as they handle the most high profile and high stakes cases in the country – all as their personal lives intersect.,7.5,35
1092,71715,Good Girls,"[35, 18, 80]","Three ""good girl"" suburban wives and mothers suddenly find themselves in desperate circumstances and decide to stop playing it safe and risk everything to take their power back.",8.1,405
1093,83685,Penny Dreadful: City of Angels,"[10765, 18, 80, 9648]","Rooted in the conflict between characters connected to the deity Santa Muerte and others allied with the Devil, this saga explores an exciting mix of the supernatural and the combustible reality of 1938 Los Angeles, a time and place deeply infused with Mexican-American folklore and social tension.",7.0,269
1094,8297,The Philanthropist,"[10759, 18]","The Philanthropist is an American action drama series that premiered on NBC on Wednesday, June 24, 2009. The program was a limited summer series, principally filmed in South Africa. It opened to strong ratings, but saw a drop in viewers in subsequent weeks. The Philanthropist is a Carnival Films production in association with The Levinson/Fontana Company and Original Media. Tom Fontana, Barry Levinson, Peter Horton, Charlie Corwin, Gareth Neame, and Teri Weinberg served as executive producers.

On October 21, 2009, the series was canceled by NBC. Fans attempts to keep the show on the air using Facebook and a charitable cause called ""Save The Philanthropist through Charity"" were unsuccessful.",7.2,5
1095,67497,Jean-Claude Van Johnson,"[10759, 35]","Jean-Claude Van Damme is a global martial arts &amp; film sensation, also operating under the simple alias of ""Johnson"" as the world's best undercover private contractor. Retired for years, a chance encounter with a lost love brings him back to the game. This time, he'll be deadlier than ever. Probably.",6.8,91
1096,2342,Clone High,"[16, 35, 18, 10765]","A group of high-school teens are the products of government employees' secret experiment. They are the genetic clones of famous historical figures who have been dug up, re-created anew. Joan of Arc, Cleopatra, JFK, Gandhi, Abraham Lincoln and more are juxtaposed as teenagers dealing with teen issues in the 20th century.",7.1,43
1097,62458,The Astronaut Wives Club,[18],"As America’s astronauts were launched on death-defying missions, Life Magazine documented the astronauts’ families, capturing the behind-the-scenes lives of their young wives. Overnight, these women were transformed from military spouses into American royalty. As their celebrity rose and tragedy began to touch their lives, they rallied together.",6.6,24
1098,32022,Being Human,"[18, 10765]","Three paranormal roommates, a ghost, a vampire, and a werewolf, struggle to keep their dark secrets from the world, while helping each other navigate the complexities of living double lives.",7.2,134
1099,17345,Against the Grain,"[18, 10751]","Insurance salesman Ed Clemons has just taken on the task of coaching the slumping high school football team of the small, but football-crazy town of Sumpter, Texas. He is given just one season to turn the fumbling teens around, and he throws himself into the job wholeheartedly. Though his methods ruffle the feathers of the quiet little town, he manages to make some real progress with the players.  The show was inspired by Buzz Bissinger's book Friday Night Lights: A Town, A Team, and a Dream.",0.0,0
1100,47323,Low Winter Sun,[18],"Seemingly the perfect crime, the murder of a cop by a fellow Detroit detective activates forces that will forever alter the detective's life, and pull him into the heart of the Detroit underworld.",6.2,31
1101,12066,Robocop: Prime Directives,"[10759, 10765]","Thirteen years after the original Robocop, Delta City is city owned and operated by OCP. RoboCop finds himself nearly obsolete and his former partner, John Cable, has returned to Delta City as its new Security Commander. But slowly, new enemies arise, and Murphy and Cable begin an investigation into a mysterious villain known as the Bone Machine.",5.8,13
1102,3626,American Idol,[10764],"Each year, hopeful singers from all over the country audition to be part of one of the biggest shows in American television history. Who will become the new American Idol?",5.2,134
1103,119181,Physical,"[35, 18]","Sheila Rubin is a quietly tormented housewife in ’80s San Diego. Behind closed doors, she battles extreme personal demons and a vicious inner voice. But things change when she discovers aerobics, sparking a journey toward empowerment and success.",6.6,68
1104,89630,The L Word: Generation Q,[18],"In this sequel to The L Word, we continue to follow the intermingled lives of Bette Porter, Alice Pieszecki and Shane McCutcheon, along with a new generation of diverse, self-possessed LGBTQIA+ characters experiencing love, heartbreak, sex, setbacks and success in L.A.",8.2,71
1105,51370,Resurrection,"[18, 10765]","The people of Arcadia, Missouri are forever changed when their deceased loved ones suddenly start to reappear.",7.2,221
1106,73987,Lore,"[9648, 18, 99]","This anthology series brings to life Aaron Mahnke's “Lore” podcast and uncovers the real-life events that spawned our darkest nightmares. Blending dramatic scenes, animation, archive and narration, Lore reveals how our horror legends - such as vampires, werewolves and body snatchers - are rooted in truth.",7.0,351
1107,67117,American Housewife,[35],"A family comedy narrated by Katie, a strong-willed mother, raising her flawed family in a wealthy town filled with perfect wives and their perfect offspring.",7.8,113
1108,92209,Truth Seekers,[35],"A ghost-hunting duo team up to uncover and film paranormal sightings across the U.K. and share their adventures on an online channel. Their supernatural experiences grow more frequent, terrifying, and even deadly as the pair begin to uncover a conspiracy that could threaten the entire human race.",7.4,154
1109,75666,McMafia,"[80, 18]","Alex Godman, the English-raised son of Russian mafia exiles, has spent his life trying to escape the shadow of their past, building his own legitimate business and forging a life with his girlfriend Rebecca. But when a murder forces his family's past to return to threaten them, Alex is drawn into the criminal underworld and must confront his values to protect those he loves.",7.4,155
1110,61702,American Odyssey,[18],"In this ""Traffic""-like action drama, an international conspiracy explodes when three strangers' lives unexpectedly collide - a female soldier, a corporate lawyer and a political activist.",7.4,36
1111,32708,Body of Proof,"[18, 35, 80, 9648]","Dr. Megan Hunt was in a class of her own, a brilliant neurosurgeon at the top of her game. But her world is turned upside down when a devastating car accident puts an end to her time in the operating room. Megan resumes her career as a medical examiner, determined to solve the puzzle of who or what killed the victims.",6.9,95
1112,2739,Samantha Who?,[35],"Samantha Newly has been a bad, bad girl. But thanks to an 8-day coma, she can't remember a thing. Fortunately her best friend Andrea is by her side with a cocktail and the 4-1-1 on every dirty deed. But the more Sam pieces together her past, the less she likes her old self. Maybe this is a chance to start over and do it all again.",6.5,49
1113,90872,All Rise,"[18, 80]","A look at the personal and professional lives of the judges, lawyers, clerks, bailiffs and cops who work at an L.A. County courthouse.",7.7,61
1114,847,Watching Ellie,[35],"A single woman, Ellie Riggs, tries to navigate her way through the Los Angeles music scene and her own messy personal life.",6.0,1
1115,32549,Fairly Legal,"[18, 35]","Kate Reed is a firm believer that justice can always be found – even if it's not always in the courtroom. Once a lawyer at her family's esteemed San Francisco firm, Kate's frustration with the legal system led her to a new career as a mediator. Thanks to her innate understanding of human nature, thorough legal knowledge, and wry sense of humor, Kate is a natural when it comes to dispute resolution. Except, it seems, when it comes to conflicts in her own life.",6.6,34
1116,57754,Once Upon a Time in Wonderland,"[10765, 18]","In Victorian England, the young and beautiful Alice tells a tale of a strange new land that exists on the other side of a rabbit hole. Thinking Alice insane, her doctors aim to make her forget everything. While Alice is ready to put it all behind her, she knows this world is real. In the nick of time, the Knave of Hearts and the White Rabbit save her from a doomed fate. Together, the trio tumble down the rabbit hole to Wonderland, where nothing is impossible.",7.1,89
1117,81239,I Am the Night,"[80, 18, 9648]","Fauna Hodel, who was given away by her teenage birth mother, begins to investigate the secrets to her past, following a sinister trail that swirls ever closer to an infamous Hollywood gynecologist connected to the legendary Black Dahlia murder.",6.5,76
1118,65579,The Catch,"[18, 80]","Strong and successful Alice Martin is a fraud investigator who's about to be the victim of fraud by her fiancé. Between her cases, she is determined to find him before it ruins her career.",6.5,92
1119,50832,Back in the Game,"[35, 10751]","Terry Gannon Jr. was an All Star softball player until life threw her a couple curve balls: a baby, a lost college scholarship and a loser for a husband. After striking out on her own, Terry and her son Danny move in with her estranged father, Terry Sr. aka ""The Cannon,"" an opinionated, beer-guzzling, ex-athlete who never quite made the cut as a single father or professional baseball player. When Terry reluctantly offers to coach Danny and a group of other athletically-challenged hopefuls, her past comes rushing back.",6.6,19
1120,68002,Time After Time,"[18, 10765]","A young H.G. Wells time travels to modern day New York City in pursuit of the charismatic—yet secretly psychopathic—Dr. John Stevenson, better known as ""Jack the Ripper,"" following the doctor's brazen escape from the Victorian London authorities.",6.7,56
1121,86456,Dolly Parton's Heartstrings,[18],"Eight stories celebrating family, faith, love and forgiveness come to life in this series inspired by Dolly Parton's iconic country music catalog.",7.3,18
1122,122296,JANET JACKSON.,[99],"The documentary takes viewers through Janet Jackson's life and career, contain never-before-seen footage, and feature home videos from the legendary artist. Jackson discusses her controversial 2004 Super Bowl halftime show performance with Justin Timberlake, her father Joe Jackson, the death of her brother Michael Jackson, and more.",7.9,7
1123,10058,Mr. & Mrs. Smith,"[35, 80, 18]","Two globetrotting private eyes with diferente styles team up, guarding their true identities at all costs from the bad guys‒and from each other.",5.5,2
1124,3511,"God, the Devil and Bob","[35, 16]","God, the Devil and Bob is an animated sitcom which premiered on NBC on March 9, 2000 and ended on March 28, 2000, leaving nine episodes unaired. It was created by Matthew Carlson. It is currently broadcast on the Philippine channel Maxxx. The entire series was released on Region 1 DVD in the United States on January 4, 2005. Reruns of the series began airing on Cartoon Network's late night programming block, Adult Swim, on January 1, 2011 with the network airing the nine remaining episodes of the series from January 8 to March 26, 2011.

Thirteen episodes were made, but only four were broadcast in the United States before the series was canceled due to a combination of low ratings and pressure from religious activists. The show, however, was well received in places such as the United Kingdom, Ireland, and Latin America, where BBC Two, RTE, and Fox, respectively, aired the entire series.

God, the Devil and Bob was canceled in the United States after the first four episodes aired on NBC, after network executives received an alarming number of complaints about its potentially offensive religious material.",8.3,13
1125,46643,Mr Selfridge,[18],"Mr. Selfridge recounts the real life story of the flamboyant and visionary American founder of Selfridge's, London's lavish department store. Set in 1909 London, when women were reveling in a new sense of freedom and modernity, it follows Harry Gordon Selfridge ('Mile a Minute Harry'), a man with a mission to make shopping as thrilling as sex. Pioneering and reckless, with an almost manic energy, Harry created a theater of retail where any topic or trend that was new, exciting, entertaining - or just eccentric - was showcased.",7.3,66
1126,2389,Las Vegas,"[18, 35, 10759]","Ed Deline is a strict ex-CIA officer who went from being Head of Security to becoming President of Operations of the Montecito, whose job is to run the day-to-day operations of the casino. Following his departure, former Marine Danny McCoy, Ed's former protégé, becomes the Montecito's new President of Operations.",7.0,154
1127,93454,The Serpent,"[18, 80]","The remarkable story of how murderer Charles Sobhraj was captured. As the chief suspect in unsolved murders of young Western travellers across India, Thailand and Nepal’s ‘Hippie Trail’ in 1975 and 1976, Sobhraj had repeatedly slipped from the grasp of authorities worldwide to become Interpol's most wanted man, with arrest warrants on three different continents.",7.6,138
1128,33297,Undercover Boss,[99],"Reality series that follows high-level executives as they slip anonymously into the rank-and-file of their own organizations. Each week, a different leader will sacrifice the comfort of their corner office for an undercover mission to examine the inner workings of their operation.",5.7,38
1129,114695,Marvel Studios: Legends,"[99, 10759, 10765]","Revisit the epic heroes, villains and moments from across the MCU in preparation for the stories still to come. Each dynamic segment feeds directly into the upcoming series — setting the stage for future events. This series weaves together the many threads that constitute the unparalleled Marvel Cinematic Universe.",7.5,567
1130,104068,We Hunt Together,"[80, 18]","Explore the intoxication of sexual attraction, the dangerous power of emotional manipulation, and how finding a volatile form of solace in another can have dire consequences as two conflicted coppers track down a pair of deadly killers.",6.5,12
1131,74253,The Last Post,"[18, 10768]","Drama series set in the mid-sixties, in which a unit of Royal Military Police officers and their families deal with the challenges of politics, love and war in British-controlled Aden.",6.8,19
1132,66676,Queen of the South,"[80, 18]","Teresa flees Mexico after her drug-runner boyfriend is murdered. Settling in Dallas, she looks to become the country's reigning drug smuggler and to avenge her lover's murder.",7.6,336
